casilla_id,municipio,df,dl,casilla,ubicación,capturista_id,id
90,1,3,16,35 C3,"ESCUELA PRIMARIA BELISARIO DOMÍNGUEZ., CALLEJÓN CRISANTEMO Y O CALLE BELISARIO DOMÍNGUEZ, SIN NÚMERO, COLONIA LAS MARGARITAS, CÓDIGO POSTAL 22810, ENSENADA, BAJA CALIFORNIA, ENTRE CALLES GARDENIA Y MARGARITA.",1,90
91,1,7,16,36 B,"SALÓN SOCIAL, CALLE 2 DE OCTUBRE, KILÓMETRO 5.5, COLONIA 17 DE ABRIL, CÓDIGO POSTAL 22842, ENSENADA, BAJA CALIFORNIA, ENSEGUIDA DE SUB ESTACIÓN DE POLICÍA",1,91
92,1,7,16,36 C1,"SALÓN SOCIAL, CALLE 2 DE OCTUBRE, KILÓMETRO 5.5, COLONIA 17 DE ABRIL, CÓDIGO POSTAL 22842, ENSENADA, BAJA CALIFORNIA, ENSEGUIDA DE SUB ESTACIÓN DE POLICÍA",1,92
93,1,7,16,36 C2,"SALÓN SOCIAL, CALLE 2 DE OCTUBRE, KILÓMETRO 5.5, COLONIA 17 DE ABRIL, CÓDIGO POSTAL 22842, ENSENADA, BAJA CALIFORNIA, ENSEGUIDA DE SUB ESTACIÓN DE POLICÍA",1,93
94,1,7,16,36 C3,"SALÓN SOCIAL, CALLE 2 DE OCTUBRE, KILÓMETRO 5.5, COLONIA 17 DE ABRIL, CÓDIGO POSTAL 22842, ENSENADA, BAJA CALIFORNIA, ENSEGUIDA DE SUB ESTACIÓN DE POLICÍA",1,94
95,1,3,16,37 B,"ESCUELA PRIMARIA URBANA ESTATAL LÁZARO CÁRDENAS., CALLE 16 DE SEPTIEMBRE Y O VICENTE LOMBARDO TOLEDANO, SIN NÚMERO, COLONIA LÁZARO CÁRDENAS, CÓDIGO POSTAL 22810, ENSENADA, BAJA CALIFORNIA, ENTRE CALLES 5 DE FEBRERO Y GENERAL LÁZARO CÁRDENAS.",1,95
96,1,3,16,37 C1,"ESCUELA PRIMARIA URBANA ESTATAL LÁZARO CÁRDENAS., CALLE 16 DE SEPTIEMBRE Y O VICENTE LOMBARDO TOLEDANO, SIN NÚMERO, COLONIA LÁZARO CÁRDENAS, CÓDIGO POSTAL 22810, ENSENADA, BAJA CALIFORNIA, ENTRE CALLES 5 DE FEBRERO Y GENERAL LÁZARO CÁRDENAS.",1,96
97,1,3,16,37 C2,"ESCUELA PRIMARIA URBANA ESTATAL LÁZARO CÁRDENAS., CALLE 16 DE SEPTIEMBRE Y O VICENTE LOMBARDO TOLEDANO, SIN NÚMERO, COLONIA LÁZARO CÁRDENAS, CÓDIGO POSTAL 22810, ENSENADA, BAJA CALIFORNIA, ENTRE CALLES 5 DE FEBRERO Y GENERAL LÁZARO CÁRDENAS.",1,97
98,1,3,16,37 C3,"ESCUELA PRIMARIA URBANA ESTATAL LÁZARO CÁRDENAS., CALLE 16 DE SEPTIEMBRE Y O VICENTE LOMBARDO TOLEDANO, SIN NÚMERO, COLONIA LÁZARO CÁRDENAS, CÓDIGO POSTAL 22810, ENSENADA, BAJA CALIFORNIA, ENTRE CALLES 5 DE FEBRERO Y GENERAL LÁZARO CÁRDENAS.",1,98
99,1,3,16,37 C4,"ESCUELA PRIMARIA URBANA ESTATAL LÁZARO CÁRDENAS., CALLE 16 DE SEPTIEMBRE Y O VICENTE LOMBARDO TOLEDANO, SIN NÚMERO, COLONIA LÁZARO CÁRDENAS, CÓDIGO POSTAL 22810, ENSENADA, BAJA CALIFORNIA, ENTRE CALLES 5 DE FEBRERO Y GENERAL LÁZARO CÁRDENAS.",1,99
100,1,3,16,38 B,"ESCUELA PRIMARIA FEDERAL FELIPE CARRILLO PUERTO., AVENIDA DE LAS GUAYANAS, SIN NÚMERO, COLONIA RELOTIFICACIÓN LOMITAS, CÓDIGO POSTAL 22810, ENSENADA, BAJA CALIFORNIA, ENTRE CALLES SIN NOMBRE Y GUATEMALA.",1,100
101,1,3,16,38 C1,"ESCUELA PRIMARIA FEDERAL FELIPE CARRILLO PUERTO., AVENIDA DE LAS GUAYANAS, SIN NÚMERO, COLONIA RELOTIFICACIÓN LOMITAS, CÓDIGO POSTAL 22810, ENSENADA, BAJA CALIFORNIA, ENTRE CALLES SIN NOMBRE Y GUATEMALA.",1,101
102,1,3,16,38 C2,"ESCUELA PRIMARIA FEDERAL FELIPE CARRILLO PUERTO., AVENIDA DE LAS GUAYANAS, SIN NÚMERO, COLONIA RELOTIFICACIÓN LOMITAS, CÓDIGO POSTAL 22810, ENSENADA, BAJA CALIFORNIA, ENTRE CALLES SIN NOMBRE Y GUATEMALA.",1,102
103,1,3,16,39 B,"ABARROTES EL CHE, CALLE DURANGO, NÚMERO 338, COLONIA REVOLUCION, CÓDIGO POSTAL 22830 ENSENADA, BAJA CALIFORNIA , ESQUINA CON CALLE CHIHUAHUA Y CALLE DURANGO",1,103
104,1,3,16,39 C1,"ABARROTES EL CHE, CALLE DURANGO, NÚMERO 338, COLONIA REVOLUCION, CÓDIGO POSTAL 22830 ENSENADA, BAJA CALIFORNIA , ESQUINA CON CALLE CHIHUAHUA Y CALLE DURANGO",1,104
105,1,3,16,39 C2,"ABARROTES EL CHE, CALLE DURANGO, NÚMERO 338, COLONIA REVOLUCION, CÓDIGO POSTAL 22830 ENSENADA, BAJA CALIFORNIA , ESQUINA CON CALLE CHIHUAHUA Y CALLE DURANGO",1,105
106,1,3,16,40 B,"DOMICILIO PARTICULAR, CALLE CHILPANCINGO, NÚMERO 103, COLONIA REVOLUCIÓN, CÓDIGO POSTAL 22830, ENSENADA, BAJA CALIFORNIA , ENTRE CALLE TAMAULIPAS Y CALLE CULIACÁN",1,106
107,1,3,16,40 C1,"DOMICILIO PARTICULAR, CALLE CHILPANCINGO, NÚMERO 103, COLONIA REVOLUCIÓN, CÓDIGO POSTAL 22830, ENSENADA, BAJA CALIFORNIA , ENTRE CALLE TAMAULIPAS Y CALLE CULIACÁN",1,107
108,1,3,16,40 C2,"DOMICILIO PARTICULAR, CALLE TAMAULIPAS, NÚMERO 104, COLONIA REVOLUCIÓN, CÓDIGO POSTAL 22830, ENSENADA, BAJA CALIFORNIA, ESQUINA CALLE CHILPANCINGO.",1,108
109,1,3,15,41 B,"ESCUELA PRIMARIA ESTATAL PIEDRAS NEGRAS., AVENIDA NUEVA ROSITA, SIN NÚMERO, COLONIA PIEDRAS NEGRAS, CÓDIGO POSTAL 22830, ENSENADA, BAJA CALIFORNIA, ENTRE CALLES MARIANO MATAMOROS Y VENUSTIANO CARRANZA.",1,109
110,1,3,15,41 C1,"ESCUELA PRIMARIA ESTATAL PIEDRAS NEGRAS., AVENIDA NUEVA ROSITA, SIN NÚMERO, COLONIA PIEDRAS NEGRAS, CÓDIGO POSTAL 22830, ENSENADA, BAJA CALIFORNIA, ENTRE CALLES MARIANO MATAMOROS Y VENUSTIANO CARRANZA.",1,110
111,1,3,15,42 B,"ESCUELA PRIMARIA ESTATAL MILTON CASTELLANOS EVERARDO., AVENIDA LUIS GONZÁLEZ OCAMPO, SIN NÚMERO, COLONIA LUIS ECHEVERRÍA, CÓDIGO POSTAL 22830, ENSENADA, BAJA CALIFORNIA, ENTRE CALLES ALISOS Y PRESIDENTE MUNICIPAL ELPIDIO BERLANGA.",1,111
112,1,3,15,42 C1,"ESCUELA PRIMARIA ESTATAL MILTON CASTELLANOS EVERARDO., AVENIDA LUIS GONZÁLEZ OCAMPO, SIN NÚMERO, COLONIA LUIS ECHEVERRÍA, CÓDIGO POSTAL 22830, ENSENADA, BAJA CALIFORNIA, ENTRE CALLES ALISOS Y PRESIDENTE MUNICIPAL ELPIDIO BERLANGA.",1,112
113,1,3,15,43 B,"JARDÍN DE NIÑOS ITZAMA., CALLE MÁRTIRES DE CHICAGO, SIN NÚMERO, UNIDAD HABITACIONAL FOVISSSTE 4, CÓDIGO POSTAL 22830, ENSENADA, BAJA CALIFORNIA, ENTRE CALLES MÉRIDA Y ENSENADA.",1,113
114,1,3,15,43 C1,"JARDÍN DE NIÑOS ITZAMA., CALLE MÁRTIRES DE CHICAGO, SIN NÚMERO, UNIDAD HABITACIONAL FOVISSSTE 4, CÓDIGO POSTAL 22830, ENSENADA, BAJA CALIFORNIA, ENTRE CALLES MÉRIDA Y ENSENADA.",1,114
115,1,3,15,44 B,"ESCUELA PRIMARIA URBANA FEDERAL ANÁHUAC., AVENIDA INDEPENDENCIA, SIN NÚMERO, FRACCIONAMIENTO MÉXICO, CÓDIGO POSTAL 22830, ENSENADA, BAJA CALIFORNIA, ESQUINA CON CALLE BRONCE.",1,115
116,1,3,15,45 B,"COLEGIO INGLÉS, CALLE 13, NÚMERO 857, ZONA CENTRO, CÓDIGO POSTAL 22800, ENSENADA, BAJA CALIFORNIA, ENTRE AVENIDAS RIVEROLL Y MAR.",1,116
117,1,7,15,46 B,"ESCUELA PRIMARIA FEDERAL JUSTO SIERRA, CALLE DÉCIMA, SIN NÚMERO, ZONA CENTRO, CÓDIGO POSTAL 22800, ENSENADA, BAJA CALIFORNIA, ENTRE AVENIDAS RUÍZ Y GASTELUM",1,117
118,1,7,15,46 C1,"ESCUELA PRIMARIA FEDERAL JUSTO SIERRA, CALLE DÉCIMA, SIN NÚMERO, ZONA CENTRO, CÓDIGO POSTAL 22800, ENSENADA, BAJA CALIFORNIA, ENTRE AVENIDAS RUÍZ Y GASTELUM",1,118
119,1,7,15,47 B,"ESCUELA PRIMARIA FEDERAL LA CORREGIDORA, AVENIDA RUÍZ, NÚMERO 624, ZONA CENTRO, CÓDIGO POSTAL 22800, ENSENADA, BAJA CALIFORNIA, ESQUINA CON CALLE SEXTA.",1,119
120,1,7,15,47 C1,"ESCUELA PRIMARIA FEDERAL LA CORREGIDORA, AVENIDA RUÍZ, NÚMERO 624, ZONA CENTRO, CÓDIGO POSTAL 22800, ENSENADA, BAJA CALIFORNIA, ESQUINA CON CALLE SEXTA.",1,120
121,1,7,15,48 B,"COMISIÓN NACIONAL DEL AGUA, AVENIDA OBREGÓN, NÚMERO 211, ZONA CENTRO, CÓDIGO POSTAL 22800, ENSENADA, BAJA CALIFORNIA, CONAGUA",1,121
122,1,7,15,48 C1,"COMISIÓN NACIONAL DEL AGUA, AVENIDA OBREGÓN, NÚMERO 211, ZONA CENTRO, CÓDIGO POSTAL 22800, ENSENADA, BAJA CALIFORNIA, CONAGUA",1,122
123,1,7,15,48 C2,"COMISIÓN NACIONAL DEL AGUA, AVENIDA OBREGÓN, NÚMERO 211, ZONA CENTRO, CÓDIGO POSTAL 22800, ENSENADA, BAJA CALIFORNIA, CONAGUA",1,123
124,1,7,15,49 B,"CENTRO COMERCIAL TAMER, CALLE CUARTA, NÚMERO 440, ZONA CENTRO, CÓDIGO POSTAL 22800, ENSENADA, BAJA CALIFORNIA, ENTRE AVENIDA RUÍZ Y GASTELUM, EX SONIDO MUSICAL 85.",1,124
125,1,3,15,50 B,"CLÍNICA 32 DEL INSTITUTO MEXICANO DEL SEGURO SOCIAL., AVENIDA BLANCARTE, NÚMERO 217, ZONA CENTRO, CÓDIGO POSTAL 22800, ENSENADA, BAJA CALIFORNIA, ENTRE CALLES SEGUNDA Y TERCERA.",1,125
126,1,3,15,51 B,"REAL DE ENSENADA BIENES Y RAÍCES, AVENIDA ALVARADO, NÚMERO 432 5, ZONA CENTRO, CÓDIGO POSTAL 22800, ENSENADA, BAJA CALIFORNIA, ENTRE CALLE CUARTA Y AVENIDA JUÁREZ.",1,126
127,1,3,15,52 B,"GIMNASIO TITÁN, AVENIDA CASTILLO, NÚMERO 777, ZONA CENTRO, CÓDIGO POSTAL 22800, ENSENADA, BAJA CALIFORNIA, ENTRE AVENIDAS SÉPTIMA Y OCTAVA",1,127
128,1,3,15,52 C1,"GIMNASIO TITÁN, AVENIDA CASTILLO, NÚMERO 777, ZONA CENTRO, CÓDIGO POSTAL 22800, ENSENADA, BAJA CALIFORNIA, ENTRE AVENIDAS SÉPTIMA Y OCTAVA",1,128
129,1,3,15,53 B,"PARQUE INFANTIL CLUB ROTARIO., AVENIDA CASTILLO, SIN NÚMERO, ZONA CENTRO, CÓDIGO POSTAL 22800, ENSENADA, BAJA CALIFORNIA, ESQUINA CON CALLE NOVENA",1,129
130,1,3,15,54 B,"GIMNASIO MUNICIPAL ÓSCAR TIGRE GARCÍA., CALLE NOVENA, SIN NÚMERO, ZONA CENTRO, CÓDIGO POSTAL 22830, ENSENADA, BAJA CALIFORNIA, ENTRE AVENIDAS ESPINOZA Y GUADALUPE.",1,130
131,1,3,15,54 C1,"GIMNASIO MUNICIPAL ÓSCAR TIGRE GARCÍA., CALLE NOVENA, SIN NÚMERO, ZONA CENTRO, CÓDIGO POSTAL 22830, ENSENADA, BAJA CALIFORNIA, ENTRE AVENIDAS ESPINOZA Y GUADALUPE.",1,131
132,1,3,15,55 B,"ESCUELA PRIMARIA URBANA FEDERAL MATÍAS GÓMEZ., CALLE SÉPTIMA, SIN NÚMERO, COLONIA OBRERA, CÓDIGO POSTAL 22830, ENSENADA, BAJA CALIFORNIA, ENTRE AVENIDAS HIDALGO E ITURBIDE",1,132
133,1,3,15,56 B,"LIBRERÍA RAMÍREZ, AVENIDA REFORMA, SIN NÚMERO, FRACCIONAMIENTO ULBRICH, CÓDIGO POSTAL 22820, ENSENADA, BAJA CALIFORNIA, CENTRO COMERCIAL MISIÓN LOCAL 29",1,133
134,1,3,15,56 C1,"LIBRERÍA RAMÍREZ, AVENIDA REFORMA, SIN NÚMERO, FRACCIONAMIENTO ULBRICH, CÓDIGO POSTAL 22820, ENSENADA, BAJA CALIFORNIA, CENTRO COMERCIAL MISIÓN LOCAL 29",1,134
135,1,3,15,57 B,"ESCUELA PRIMARIA URBANA FEDERAL DOCTOR SALVADOR ALLENDE., CALLE PLUTARCO ELÍAS CALLES, SIN NÚMERO, COLONIA PRO HOGAR, CÓDIGO POSTAL 22830, ENSENADA, BAJA CALIFORNIA, ENTRE CALLES FLORA Y LAURA",1,135
136,1,3,15,57 C1,"ESCUELA PRIMARIA URBANA FEDERAL DOCTOR SALVADOR ALLENDE., CALLE PLUTARCO ELÍAS CALLES, SIN NÚMERO, COLONIA PRO HOGAR, CÓDIGO POSTAL 22830, ENSENADA, BAJA CALIFORNIA, ENTRE CALLES FLORA Y LAURA",1,136
137,1,3,15,58 B,"PARQUE PÚBLICO, CALLE PROLONGACIÓN ALLENDE, SIN NÚMERO, COLONIA REFORMA, CÓDIGO POSTAL 22830, ENSENADA, BAJA CALIFORNIA, ENTRE CALLES PLUTARCO ELÍAS CALLES Y MANUEL ÁVILA CAMACHO",1,137
138,1,3,15,58 C1,"PARQUE PÚBLICO, CALLE PROLONGACIÓN ALLENDE, SIN NÚMERO, COLONIA REFORMA, CÓDIGO POSTAL 22830, ENSENADA, BAJA CALIFORNIA, ENTRE CALLES PLUTARCO ELÍAS CALLES Y MANUEL ÁVILA CAMACHO",1,138
139,1,3,16,59 B,"ESCUELA PRIMARIA FEDERAL PROFESOR MANUEL MONTES CARRILLO., CALLE CAMELIA, SIN NÚMERO, AMPLIACIÓN FRACCIONAMIENTO MÁRQUEZ DE LEÓN, CÓDIGO POSTAL 22859, ENSENADA, BAJA CALIFORNIA, ENTRE CALLES OBELISCOS Y PROLONGACIÓN BOULEVARD SOKOLOW.",1,139
140,1,3,16,59 C1,"ESCUELA PRIMARIA FEDERAL PROFESOR MANUEL MONTES CARRILLO., CALLE CAMELIA, SIN NÚMERO, AMPLIACIÓN FRACCIONAMIENTO MÁRQUEZ DE LEÓN, CÓDIGO POSTAL 22859, ENSENADA, BAJA CALIFORNIA, ENTRE CALLES OBELISCOS Y PROLONGACIÓN BOULEVARD SOKOLOW.",1,140
141,1,3,16,59 C2,"ESCUELA PRIMARIA FEDERAL PROFESOR MANUEL MONTES CARRILLO., CALLE CAMELIA, SIN NÚMERO, AMPLIACIÓN FRACCIONAMIENTO MÁRQUEZ DE LEÓN, CÓDIGO POSTAL 22859, ENSENADA, BAJA CALIFORNIA, ENTRE CALLES OBELISCOS Y PROLONGACIÓN BOULEVARD SOKOLOW.",1,141
142,1,3,16,60 B,"ESCUELA SECUNDARIA ESTATAL MATUTINA NÚMERO 70 PROFESOR RAFAEL TAPIA SEGURA, CALLE MANUEL M. PONCE, SIN NÚMERO, FRACCIONAMIENTO MÁRQUEZ DE LEÓN, CÓDIGO POSTAL 22859, ENSENADA, BAJA CALIFORNIA, ENTRE CALLES PROFESOR HÉCTOR A MIGONI Y PROFESOR FORTINO",1,142
143,1,3,16,60 C1,"ESCUELA SECUNDARIA ESTATAL MATUTINA NÚMERO 70 PROFESOR RAFAEL TAPIA SEGURA, CALLE MANUEL M. PONCE, SIN NÚMERO, FRACCIONAMIENTO MÁRQUEZ DE LEÓN, CÓDIGO POSTAL 22859, ENSENADA, BAJA CALIFORNIA, ENTRE CALLES PROFESOR HÉCTOR A MIGONI Y PROFESOR FORTINO",1,143
144,1,3,16,60 C2,"ESCUELA SECUNDARIA ESTATAL MATUTINA NÚMERO 70 PROFESOR RAFAEL TAPIA SEGURA, CALLE MANUEL M. PONCE, SIN NÚMERO, FRACCIONAMIENTO MÁRQUEZ DE LEÓN, CÓDIGO POSTAL 22859, ENSENADA, BAJA CALIFORNIA, ENTRE CALLES PROFESOR HÉCTOR A MIGONI Y PROFESOR FORTINO",1,144
145,1,3,16,61 B,"JARDÍN DE NIÑOS BERTHA VON GLUMER, AVENIDA CONSTITUCIÓN, SIN NÚMERO, FRACCIONAMIENTO POPULAR EMILIANO ZAPATA, CÓDIGO POSTAL 22823, ENSENADA, BAJA CALIFORNIA, ENTRE CALLES ARTÍCULO 24 Y FRANCISCO VILLA",1,145
146,1,3,16,61 C1,"JARDÍN DE NIÑOS BERTHA VON GLUMER, AVENIDA CONSTITUCIÓN, SIN NÚMERO, FRACCIONAMIENTO POPULAR EMILIANO ZAPATA, CÓDIGO POSTAL 22823, ENSENADA, BAJA CALIFORNIA, ENTRE CALLES ARTÍCULO 24 Y FRANCISCO VILLA",1,146
147,1,3,16,61 E1,,,147
148,1,3,16,61 E1C1,,,148
149,1,3,16,62 B,"ESCUELA SECUNDARIA TÉCNICA NÚMERO 35, AVENIDA PASEO DE LA REVOLUCIÓN, SIN NÚMERO, COLONIA LIBERTAD, CÓDIGO POSTAL 22859, ENSENADA, BAJA CALIFORNIA, ESQUINA CON AVENIDA RICARDO FLORES MAGÓN.",1,149
150,1,3,16,62 C1,"ESCUELA SECUNDARIA TÉCNICA NÚMERO 35, AVENIDA PASEO DE LA REVOLUCIÓN, SIN NÚMERO, COLONIA LIBERTAD, CÓDIGO POSTAL 22859, ENSENADA, BAJA CALIFORNIA, ESQUINA CON AVENIDA RICARDO FLORES MAGÓN.",1,150
151,1,3,16,62 C2,"ESCUELA SECUNDARIA TÉCNICA NÚMERO 35, AVENIDA PASEO DE LA REVOLUCIÓN, SIN NÚMERO, COLONIA LIBERTAD, CÓDIGO POSTAL 22859, ENSENADA, BAJA CALIFORNIA, ESQUINA CON AVENIDA RICARDO FLORES MAGÓN.",1,151
152,1,3,16,62 C3,"ESCUELA SECUNDARIA TÉCNICA NÚMERO 35, AVENIDA PASEO DE LA REVOLUCIÓN, SIN NÚMERO, COLONIA LIBERTAD, CÓDIGO POSTAL 22859, ENSENADA, BAJA CALIFORNIA, ESQUINA CON AVENIDA RICARDO FLORES MAGÓN.",1,152
153,1,3,16,63 B,"DOMICILIO PARTICULAR, CALLE CORAL, NÚMERO 380, COLONIA BUSTAMANTE, CÓDIGO POSTAL 22840, ENSENADA, BAJA CALIFORNIA, A UN COSTADO DE MATERIALES FERRENZA",1,153
154,1,3,16,63 C1,"DOMICILIO PARTICULAR, CALLE CORAL, NÚMERO 380, COLONIA BUSTAMANTE, CÓDIGO POSTAL 22840, ENSENADA, BAJA CALIFORNIA, A UN COSTADO DE MATERIALES FERRENZA",1,154
155,1,3,15,64 B,"FISCALÍA REGIONAL ENSENADA, CALLE NOVENA, 1190, COLONIA BUSTAMANTE, CÓDIGO POSTAL 22840, ENSENADA, BAJA CALIFORNIA, ESQUINA CON CALLE INSURGENTES.",1,155
156,1,3,15,64 C1,"FISCALÍA REGIONAL ENSENADA, CALLE NOVENA, 1190, COLONIA BUSTAMANTE, CÓDIGO POSTAL 22840, ENSENADA, BAJA CALIFORNIA, ESQUINA CON CALLE INSURGENTES.",1,156
157,1,3,15,65 B,"CENTRO PSICOPEDAGÓGICO PARA LA EDUCACIÓN PREESCOLAR., CALLE ONCE, SIN NÚMERO, COLONIA REFORMA, CÓDIGO POSTAL 22835, ENSENADA, BAJA CALIFORNIA, ENTRE AVENIDAS REVOLUCIÓN Y MORELOS",1,157
158,1,3,15,65 C1,"CENTRO PSICOPEDAGÓGICO PARA LA EDUCACIÓN PREESCOLAR., CALLE ONCE, SIN NÚMERO, COLONIA REFORMA, CÓDIGO POSTAL 22835, ENSENADA, BAJA CALIFORNIA, ENTRE AVENIDAS REVOLUCIÓN Y MORELOS",1,158
159,1,3,15,66 B,"ESCUELA PRIMARIA URBANA FEDERAL HERMENEGILDO GALEANA, AVENIDA BENITO JUÁREZ, SIN NÚMERO, COLONIA BUSTAMANTE, CÓDIGO POSTAL 22840, ENSENADA, BAJA CALIFORNIA, ENTRE CALLE NUEVE Y AVENIDA CORAL.",1,159
160,1,3,15,66 C1,"ESCUELA PRIMARIA URBANA FEDERAL HERMENEGILDO GALEANA, AVENIDA BENITO JUÁREZ, SIN NÚMERO, COLONIA BUSTAMANTE, CÓDIGO POSTAL 22840, ENSENADA, BAJA CALIFORNIA, ENTRE CALLE NUEVE Y AVENIDA CORAL.",1,160
161,1,3,15,67 B,"SINDICATURA MUNICIPAL, AVENIDA FLORESTA, NÚMERO 330, ZONA CENTRO, CÓDIGO POSTAL 22800, ENSENADA, BAJA CALIFORNIA, A UN COSTADO DE CENTRO DE SALUD",1,161
162,1,3,15,67 C1,"SINDICATURA MUNICIPAL, AVENIDA FLORESTA, NÚMERO 330, ZONA CENTRO, CÓDIGO POSTAL 22800, ENSENADA, BAJA CALIFORNIA, A UN COSTADO DE CENTRO DE SALUD",1,162
163,1,3,15,68 B,"ESCUELA SECUNDARIA FEDERAL NÚMERO 1 HÉCTOR A MIGONI FONTES, AVENIDA ADOLFO LÓPEZ MATEOS Y O CALLE PRIMERA, SIN NÚMERO, FRACCIONAMIENTO PLAYA ENSENADA, CÓDIGO POSTAL 22880, ENSENADA, BAJA CALIFORNIA, ESQUINA CON AVENIDA PEDRO LOYOLA.",1,163
164,1,3,15,68 C1,"ESCUELA SECUNDARIA FEDERAL NÚMERO 1 HÉCTOR A MIGONI FONTES, AVENIDA ADOLFO LÓPEZ MATEOS Y O CALLE PRIMERA, SIN NÚMERO, FRACCIONAMIENTO PLAYA ENSENADA, CÓDIGO POSTAL 22880, ENSENADA, BAJA CALIFORNIA, ESQUINA CON AVENIDA PEDRO LOYOLA.",1,164
165,1,3,15,69 B,"CENTRO COMERCIAL, AVENIDA REFORMA, NÚMERO 320, COLONIA AVIACION, CÓDIGO POSTAL 22840, ENSENADA, BAJA CALIFORNIA , ENTRE AVENIDA REFORMA Y ESQUINA CON CALZADA DE LAS ÁGUILAS",1,165
166,1,3,15,70 B,"DOMICILIO PARTICULAR, AVENIDA MORELOS, NÚMERO 416, COLONIA AVIACIÓN, CÓDIGO POSTAL 22840, ENSENADA, BAJA CALIFORNIA, A UN COSTADO DE AUTOS COLLINS",1,166
167,1,3,16,71 B,"PARQUE PÚBLICO BENITO JUÁREZ., CALZADA DE LAS ÁGUILAS, SIN NÚMERO, COLONIA MAESTROS, CÓDIGO POSTAL 22840, ENSENADA, BAJA CALIFORNIA, ENTRE CALLES DEL PARQUE Y PRIMAVERA.",1,167
168,1,3,16,72 B,"DOMICILIO PARTICULAR, CALLE GREGORIO TORRES QUINTERO, NÚMERO 2222, COLONIA MAESTROS, CÓDIGO POSTAL 22840 ENSENADA, BAJA CALIFORNIA, ENTRE CALLE QUINTA Y LIBRAMIENTO SUR",1,168
169,1,3,16,72 C1,"DOMICILIO PARTICULAR, CALLE GREGORIO TORRES QUINTERO, NÚMERO 2222, COLONIA MAESTROS, CÓDIGO POSTAL 22840 ENSENADA, BAJA CALIFORNIA, ENTRE CALLE QUINTA Y LIBRAMIENTO SUR",1,169
170,1,3,16,73 B,"ESCUELA PRIMARIA ESTATAL PETRONILA SANDEZ CESEÑA., CALLE PRIMERA Y JUNÍPERO SERRA, SIN NÚMERO, COLONIA MAESTROS, CÓDIGO POSTAL 22840, ENSENADA, BAJA CALIFORNIA, ENTRE CALZADA DE LAS ÁGUILAS Y AVENIDA GREGORIO TORRES QUINTERO.",1,170
171,1,3,16,74 B,"POLLOS ROSTIZADOS SINALOA SUCURSAL CORTEZ, CALZADA CORTEZ, SIN NÚMERO, COLONIA INDEPENDENCIA, CÓDIGO POSTAL 22840 ENSENADA, BAJA CALIFORNIA, ESQUINA CON AVENIDA QUINTANA ROO",1,171
172,1,3,16,74 C1,"POLLOS ROSTIZADOS SINALOA SUCURSAL CORTEZ, CALZADA CORTEZ, SIN NÚMERO, COLONIA INDEPENDENCIA, CÓDIGO POSTAL 22840 ENSENADA, BAJA CALIFORNIA, ESQUINA CON AVENIDA QUINTANA ROO",1,172
173,1,3,16,75 B,"ESCUELA PRIMARIA URBANA FEDERAL INDEPENDENCIA, CALLE 16 DE SEPTIEMBRE, SIN NÚMERO, COLONIA INDEPENDENCIA, CÓDIGO POSTAL 22840, ENSENADA, BAJA CALIFORNIA, ENTRE AVENIDAS MINA Y MORELOS.",1,173
174,1,3,16,75 C1,"ESCUELA PRIMARIA URBANA FEDERAL INDEPENDENCIA, CALLE 16 DE SEPTIEMBRE, SIN NÚMERO, COLONIA INDEPENDENCIA, CÓDIGO POSTAL 22840, ENSENADA, BAJA CALIFORNIA, ENTRE AVENIDAS MINA Y MORELOS.",1,174
175,1,3,15,76 B,"HONDA ENSENADA, AVENIDA BALBOA, NÚMERO 146, FRACCIONAMIENTO GRANADOS, CÓDIGO POSTAL 22880, ENSENADA, BAJA CALIFORNIA, ESQUINA CON AVENIDA ADOLFO LÓPEZ MATEOS O CALLE PRIMERA",1,175
176,1,3,15,76 C1,"HONDA ENSENADA, AVENIDA BALBOA, NÚMERO 146, FRACCIONAMIENTO GRANADOS, CÓDIGO POSTAL 22880, ENSENADA, BAJA CALIFORNIA, ESQUINA CON AVENIDA ADOLFO LÓPEZ MATEOS O CALLE PRIMERA",1,176
177,1,3,16,77 B,"TELÉFONOS DEL NOROESTE., AVENIDA NARCISO MENDOZA, NÚMERO 503, FRACCIONAMIENTO BAHÍA, CÓDIGO POSTAL 22880, ENSENADA, BAJA CALIFORNIA, ESQUINA CON BOULEVARD ADOLFO RAMÍREZ MÉNDEZ.",1,177
178,1,3,16,77 C1,"TELÉFONOS DEL NOROESTE., AVENIDA NARCISO MENDOZA, NÚMERO 503, FRACCIONAMIENTO BAHÍA, CÓDIGO POSTAL 22880, ENSENADA, BAJA CALIFORNIA, ESQUINA CON BOULEVARD ADOLFO RAMÍREZ MÉNDEZ.",1,178
179,1,3,16,77 S1,,,179
180,1,3,16,78 B,"ESCUELA SECUNDARIA TÉCNICA NÚMERO 2, AVENIDA JOSÉ MA. MORELOS Y PAVÓN, NÚMERO 96, FRACCIONAMIENTO BAHÍA, CÓDIGO POSTAL 22880, ENSENADA, BAJA CALIFORNIA, ENTRE BOULEVARD ADOLFO RAMÍREZ MÉNDEZ Y CALZADA CORTEZ",1,180
